id,user_id,time,distance,startX,startY,endX,endY,duration,gradient,variance,velocity,displacement,efficiency,finalGradient,implify,distance_normalized,duration_normalized,gradient_normalized,variance_normalized,velocity_normalized,displacement_normalized,efficiency_normalized,finalGradient_normalized,implify_normalized
1,1,1676931905479,711.3911,616,27,860,301,295,2.2969942,1.6647207,2411.4952542372885,366.8950803703969,0.5157431409676012,1.1229508196721312,0.4888783870991625,1.0188908334825617,-0.013456901268681945,0.6947423517663455,-0.09479543768037457,0.5564222058977096,0.6143752147782094,-1.4760959150565907,0.20485492012121925,0.1948312049566617
2,1,1676931905911,1229.1223,1148,403,1384,490,253,0.5735153,0.09096944,4858.1909090909085,251.52534663528445,0.2046381768805955,0.3686440677966102,0.6427798313255291,2.270322058479639,-0.17279799620850386,-0.3999022680914292,-0.19792895725785514,1.713696470977616,0.13066187120865871,-2.7260864826253326,0.1198955088799239,0.23279832326514663
3,1,1676931906928,38.232513,2307,823,2290,843,56,0.80418926,0.075604685,682.7234464285714,26.248809496813376,0.6865572633641261,-1.1764705882352942,-1.4629275056910038,-0.6082308759039152,-0.9201836081881448,-0.2533927812301235,-0.19893586432180607,-0.2612778294147694,-0.8138602619290676,-0.789780791703318,-0.054134527508283126,-0.2866746419785075
4,1,1676931907064,374.2095,2280,847,2000,1077,191,0.9553669,0.4335859,1959.2120418848167,362.3534186398688,0.9683169952656702,-0.8214285714285714,-0.8598043028584844,0.20387411682636108,-0.40801580302443147,-0.1573743209700092,-0.1754760815823325,0.3424946088363985,0.595333284889738,0.34230338519567166,-0.014145278255481689,-0.13788558992222033
6,1,1676931934752,7.236068,1198,444,1196,443,856,0.5,0.0,8.45335046728972,2.23606797749979,0.3090169934140737,0.5,1.0,-0.6831537685881972,2.114884866856082,-0.4465945296690036,-0.20389050833625902,-0.5802040629334351,-0.9145390371375386,-2.306702187348234,0.13469044825346563,0.3209236847548799
7,1,1676931937207,339.42188,673,246,458,1,328,1.2093412,0.18420483,1034.8228048780488,325.96012026013244,0.9603391515600952,1.1395348837209305,0.9422774017133712,0.1197874055921669,0.11173967332689243,0.0039340658498957775,-0.1918189104135533,-0.09473667196578388,0.44274626338195694,0.31024915741833065,0.20672282374805362,0.30668365777372886
8,1,1676931936617,401.25186,983,485,673,246,543,0.62055016,0.26717895,738.9537016574585,391.434541143216,0.975533275143487,0.7709677419354839,1.2423939137095443,0.2692394139180025,0.9274143259950285,-0.37002870454228237,-0.18638132110261976,-0.23468121239533096,0.7172623779493379,0.37129772093916835,0.16521020664483826,0.38072168369718157
9,1,1676931938329,746.78564,458,14,958,558,479,1.3237787,0.40987495,1559.0514405010438,738.8748202503588,0.9894068400275596,1.088,0.8218896406174234,1.1044445581767812,0.6846088479914904,0.07661751656401494,-0.17702994450093992,0.15322073451464718,2.1739832496774563,0.42704040345963695,0.20091832396274426,0.276984284961473
10,1,1676931938816,34.377453,958,558,986,571,209,0.5321429,0.25985968,164.48542105263158,30.870698080866266,0.8979925906921103,0.4642857142857143,0.8724831512094107,-0.6175491137428502,-0.33972676233593635,-0.426179395749101,-0.18686097890816003,-0.5064017085387071,-0.7944819630614354,0.059746523254202225,0.13066786105052108,0.28946558305418096
11,1,1676931939239,1111.6641,1024,588,1823,434,193,0.4590046,0.46740323,5759.917616580311,813.7057207615048,0.7319708541109718,-0.1927409261576971,-0.4199106635482457,1.986408593129373,-0.4004281318368209,-0.4726322108085391,-0.17325991162316556,2.140208493689797,2.4877284921833818,-0.6073132433645249,0.05666534628696475,-0.029364880900956184
13,1,1676931946759,75.09616,54,315,31,248,106,0.7085061,0.40960398,708.4543396226414,70.83784299369935,0.9432951431031809,2.9130434782608696,4.11152914316598,-0.5191261070140553,-0.7304918284978806,-0.31416466320964215,-0.17704770212916884,-0.2491072513324707,-0.6269107927655693,0.2417679299739928,0.40647742709589113,1.0885304846307868
14,1,1676931947192,14.0,24,278,24,291,112,-1.0,0.0,125.0,13.0,0.9285714285714286,-1.0,1.0,-0.6668043662177066,-0.7077288149350489,-1.3992995089911537,-0.20389050833625902,-0.5250781064549771,-0.8694088510827337,0.18260942590358523,-0.034258214270204305,0.3209236847548799
15,1,1676931946944,29.98141,30,249,24,276,120,1.6666666,0.8888889,249.8450833333333,27.65863337187866,0.9225261044053186,-4.5,-2.700000108000004,-0.628174985771868,-0.6773781301846067,0.29439818968355863,-0.14563845599454703,-0.46602703413349267,-0.8079492608512826,0.15831988038730221,-0.4284717601587674,-0.5918574950969484
16,1,1676931950000,1042.6412,879,206,1813,160,230,1.0399206,2.595812,4533.2226086956525,935.1320762330848,0.896887708094678,-0.0492505353319057,-0.0473598997191764,1.819570256363401,-0.2600562148660254,-0.10367116696326828,-0.0337777119077694,1.559988162276391,2.9968355734000105,0.05530720860323108,0.07282701936364216,0.06254250175758437
17,1,1676931950728,951.0941,1714,196,678,401,256,0.27290696,0.014829111,3715.211328125,1056.087591064302,1.1103923271780385,-0.1978764478764478,-0.7250692612473053,1.5982876689938743,-0.16141648942708803,-0.590829642987273,-0.20291870392948438,1.1730730992314486,3.5039685502041147,0.9131487437576516,0.056086919936468624,-0.10464677731155943
18,1,1676931951640,1725.9467,1804,693,58,395,477,0.34262994,0.386902,3618.336897274633,1771.2481474937383,1.0262473038673432,0.1706758304696449,0.4981346068870831,3.4712185227074817,0.6770211768038797,-0.546546022841154,-0.17853544365369514,1.1272519994371222,6.502438709923825,0.5750619319483565,0.09759786293421775,0.19711469224649125
19,1,1676931950993,1220.7395,678,403,1819,640,215,0.20494096,0.0034199052,5677.858139534884,1165.3540234623983,0.9546295695866304,0.2077125328659071,1.013523762482166,2.250059617906412,-0.3169637487731047,-0.6339973407370125,-0.20366638978025714,2.101394789663225,3.9620924414887284,0.2873085925432694,0.10176939715697488,0.3242599646235797
20,1,1676931952201,47.53155,56,395,15,419,142,0.62941176,0.16560553,334.7292253521127,47.50789408087881,0.9995023112202066,-0.5853658536585366,-0.930020522111847,-0.5857537579241543,-0.5939137471208904,-0.36440037757910826,-0.19303778872007643,-0.4258772783284134,-0.7247268076645677,0.4676030598704858,0.012443042037151616,-0.15520776332330796
23,1,1676932004105,337.56644,1100,11,1426,78,265,0.18971212,0.01867743,1273.8356226415094,332.8137617346975,0.9859207619534024,0.205521472392638,1.0833333810862376,0.11530253863396821,-0.12727196908284047,-0.6436697352018794,-0.20266650989284427,0.01831514241626887,0.47148168406777097,0.41303366871243413,0.10152261266599667,0.34148183061667947
25,1,1676932043934,179.53769,1008,0,1059,164,1178,2.461111,2.3994136,152.40890492359932,171.74690681348528,0.9566064195962714,3.215686274509804,1.306599448180031,-0.26667581653809197,3.3364999280613836,0.7989789467999571,-0.04664839785809288,-0.5121138375892603,-0.2038270334772671,0.2952513904757972,0.44056482419501186,0.3965610355340297
26,1,1676932045249,681.885,1060,165,1605,541,1679,0.7814696,0.2950574,406.1256700416915,662.11856944206,0.97101207599824,0.689908256880734,0.8828344146473951,0.9475703203130127,5.237211560557831,-0.2678228700371277,-0.1845543470807754,-0.39210713291063615,1.852165546573532,0.3531319668109956,0.15608027892159998,0.29201921499420486
27,1,1676932048218,87.72192,1659,631,1689,705,676,1.9583334,1.1996528,129.76615384615383,79.84985911070852,0.910261187975691,2.466666666666667,1.259574425205977,-0.488607818173593,1.4319944599711312,0.47964646479219697,-0.12527299190931146,-0.522823740580487,-0.5891259049346765,0.1090405964837327,0.3562009168956107,0.38496007480432365
28,1,1676932047385,91.959145,1606,541,1656,618,254,1.6179653,1.2125065,362.043877952756,91.80958555619344,0.9983736316403704,1.54,0.9518127490126024,-0.47836583223120005,-0.16900416061469858,0.26346620901058404,-0.12443064321400808,-0.41295759031915275,-0.5389820840222944,0.46306813117610424,0.25182818760321013,0.30903600515319796
29,1,1676932047793,12.650282,1656,620,1659,630,392,0.75,0.0625,32.271127551020406,10.44030650891055,0.8253022745983489,3.333333333333333,4.444444444444445,-0.6700668299250138,0.35454515133043063,-0.28781036644864527,-0.1997946609571805,-0.5689383787786723,-0.8801409370207224,-0.2323163492796509,0.45381569968706437,1.1706598934474644
31,1,1676932052033,237.44661,809,76,584,124,336,0.4052922,0.12527096,706.6863392857142,230.0630348404541,0.9689042721665057,-0.2133333333333333,-0.5263692055591827,-0.1267015776012503,0.1420903580773347,-0.5067469247627678,-0.1956810566052086,-0.24994350625715642,0.040676341530262776,0.3446630087032865,0.05434597318665371,-0.055627948670047285
32,1,1676932051681,1101.3237,1689,679,810,75,297,0.87164605,0.27640033,3708.1606060606055,1066.516291483632,0.9683949337362232,0.6871444823663254,0.7883297152167734,1.9614143500956136,-0.005869230081071377,-0.21054850141539777,-0.18577701126094795,1.1697381445225667,3.5476932029843784,0.34261653466060527,0.15576898824978241,0.26870513160774423
33,1,1676932056400,19.242641,678,145,673,159,608,0.20938799,0.10704169,31.649080592105264,14.866068747318506,0.7725586496842355,-2.8,-13.372304686625052,-0.6541321443217692,1.174013639592372,-0.6311728689875493,-0.1968756855292408,-0.5692326037411417,-0.8615849416060201,-0.4442352874280867,-0.23699660929860816,-3.2246895168995358
34,1,1676932059180,587.8024,798,153,1379,98,218,0.11569848,0.04830686,2696.3412844036698,583.5974640109397,0.9928463443002948,-0.0946643717728055,-0.8181989233808906,0.7201590625620601,-0.3055822419916888,-0.6906785107790508,-0.2007247879214988,0.6911528903487145,1.5229482967871195,0.4408600090408228,0.06771194807913636,-0.12762164228458933
36,1,1676932077752,20.329258,964,359,983,366,24,0.35227272,0.010459711,847.0524166666667,20.248456731316587,0.9960253704939248,0.3684210526315789,1.045840429061833,-0.651505633801614,-1.0415863471899138,-0.540421539827482,-0.20320504625809468,-0.1835510848209441,-0.8390180793637445,0.45363303813006645,0.11987039013735423,0.33223240899883455
37,1,1676932078008,46.53109,983,366,964,416,94,2.5833333,1.2837301,495.0115957446809,53.48831648126533,1.1495178058641078,-2.631578947368421,-1.0186757347061726,-0.588172014508576,-0.7760178556235441,0.8766068093294277,-0.11976310728779146,-0.3500645543251813,-0.6996525527313712,1.0703512475901555,-0.2180269349099856,-0.177078792293522
39,1,1676932091344,448.46783,514,604,958,586,720,0.08319871,0.04034321,622.871986111111,444.3647150708526,0.9908508154773388,-0.0405405405405405,-0.4872736673506181,0.3833672454578541,1.5989232260985637,-0.7113203059162673,-0.20124667424118517,-0.2895872575266986,0.9391839389805804,0.43284216138825676,0.07380804734403502,-0.045983172872393244
40,1,1676932092977,119.645874,994,608,968,719,303,2.4506173,8.932356,394.8708712871287,114.00438588054408,0.952848452430078,-4.269230769230769,-1.7421042319544422,-0.4114430020277429,0.01689378348176033,0.7923140133056155,0.3814785622492833,-0.397430593935088,-0.44592543279174085,0.28015223085692004,-0.402479658232049,-0.35554687282924025
41,1,1676932093289,265.51358,965,719,811,491,184,1.822607,2.5150628,1443.0085869565216,275.13632984395207,1.0362420251497195,1.4805194805194806,0.8123086768126538,-0.05885964988073391,-0.4345726521810685,0.39344165338855047,-0.03906949429469242,0.09833307090715754,0.22965618508175384,0.6152197846689419,0.24512875146157886,0.2746206840991577
42,1,1676932098596,402.49982,280,236,736,469,134,0.73023456,0.13209085,3003.73,512.0790954530364,1.272246768838397,0.5109649122807017,0.6997271017694667,0.27225591381514475,-0.6242644318713326,-0.30036412185297406,-0.1952341249478949,0.8365461472623464,1.2230915834032512,1.5634647102298938,0.1359254530964749,0.2468470787213339
43,1,1676932097041,1570.592,1526,586,193,118,594,0.82834315,4.1172037,2644.094276094276,1412.7678507100875,0.8995129548030854,0.3510877719429857,0.4238433938193196,3.0957037333147364,1.120899941279098,-0.23805176038145714,0.06592449940417991,0.6664403283167626,4.999430101451582,0.06585520365911308,0.11791810041103078,0.17878722761480195
45,1,1676932101572,40.118694,751,583,744,619,165,5.125,8.296875,243.1436,36.6742416417845,0.91414345745613,-5.142857142857143,-1.0034843205574913,-0.6036717035005594,-0.5066555284633689,2.490912489907626,0.339833231236416,-0.4691968007467385,-0.770149312118089,0.12463919114309532,-0.5008783298117689,-0.1733311067460893
46,1,1676932101864,35.636337,743,620,745,659,87,3.3333333,2.8888888,409.6130689655172,39.05124837953327,1.095826666459386,19.5,5.850000058500001,-0.6145062089570285,-0.802574704780181,1.3529592989905028,-0.014571346417389826,-0.39045761143517,-0.7601831811443996,0.8546252850846162,2.2747068402199515,1.5174071027167324
